0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51
Idx,Period H1,FMA H1,SLMA H1,550MA H1,DeltaC H1,Macd H1,Plot2 H1,Plot3 H1,Plot4 H1,Idx,Period M15,FMA M15,SLMA M15,550MA M15,DeltaC M15,Macd M15,Plot2 M15,Plot3 M15,Plot4 M15,Idx,Period M5,FMA M5,SLMA M5,550MA M5,DeltaC M5,Macd M5,Plot2 M5,Plot3 M5,Plot4 M5,Idx,Period M1,FMA M1,SLMA M1,550MA M1,DeltaC M1,Macd M1,Plot2 M1,Plot3 M1,Plot4 M1,SNIPER H1,SNIPER M15,SNIPER M5,SNIPER M1,RCNT HIGHEST H1,RCNT LOWEST H1,RCNT HIGHEST M15,RCNT LOWEST M15,RCNT HIGHEST M5,RCNT LOWEST M5,RCNT HIGHEST M1,RCNT LOWEST M1
1279,1970.01.01 00:00:00,0.00000,0.00000,0.00000,Positive,0.0000000,0.0000000,0.0000000,0.0000000,1279,1970.01.01 00:00:00,0.00000,0.00000,0.00000,Positive,0.0000000,0.0000000,0.0000000,0.0000000,1279,2024.08.07 13:20:00,0.00000,0.00000,0.00000,Positive,0.0000192,0.0000037,0.0000010,0.0000012,1279,2024.08.13 02:40:00,1.09318,1.09316,1.09267,Positive,0.0000235,0.0000227,0.0000198,0.0000282,0,0,0,87,0,0,0,0,0,0,0,0
1280,1970.01.01 00:00:00,0.00000,0.00000,0.00000,Positive,0.0000000,0.0000000,0.0000000,0.0000000,1280,1970.01.01 00:00:00,0.00000,0.00000,0.00000,Positive,0.0000000,0.0000000,0.0000000,0.0000000,1280,2024.08.07 13:15:00,0.00000,0.00000,0.00000,Negative,-0.0000068,-0.0000043,-0.0000016,-0.0000020,1280,2024.08.13 02:39:00,1.09317,1.09316,1.09267,Positive,0.0000128,0.0000190,0.0000187,0.0000267,0,0,0,75,0,0,0,0,0,0,0,0
1281,1970.01.01 00:00:00,0.00000,0.00000,0.00000,Positive,0.0000000,0.0000000,0.0000000,0.0000000,1281,1970.01.01 00:00:00,0.00000,0.00000,0.00000,Positive,0.0000000,0.0000000,0.0000000,0.0000000,1281,2024.08.07 13:10:00,0.00000,0.00000,0.00000,Negative,-0.0000093,-0.0000047,-0.0000016,-0.0000021,1281,2024.08.13 02:38:00,1.09316,1.09315,1.09267,Positive,-0.0000001,0.0000152,0.0000175,0.0000252,0,0,0,50,0,0,0,0,0,0,0,0
1282,1970.01.01 00:00:00,0.00000,0.00000,0.00000,Positive,0.0000000,0.0000000,0.0000000,0.0000000,1282,1970.01.01 00:00:00,0.00000,0.00000,0.00000,Positive,0.0000000,0.0000000,0.0000000,0.0000000,1282,2024.08.07 13:05:00,0.00000,0.00000,0.00000,Negative,-0.0000226,-0.0000078,-0.0000025,-0.0000033,1282,2024.08.13 02:37:00,1.09315,1.09315,1.09267,Negative,-0.0000053,0.0000141,0.0000173,0.0000249,0,0,0,0,0,0,0,0,0,0,0,0
1283,1970.01.01 00:00:00,0.00000,0.00000,0.00000,Positive,0.0000000,0.0000000,0.0000000,0.0000000,1283,1970.01.01 00:00:00,0.00000,0.00000,0.00000,Positive,0.0000000,0.0000000,0.0000000,0.0000000,1283,2024.08.07 13:00:00,0.00000,0.00000,0.00000,Negative,-0.0000015,-0.0000010,-0.0000004,-0.0000005,1283,2024.08.13 02:36:00,1.09316,1.09315,1.09267,Negative,-0.0000067,0.0000143,0.0000174,0.0000251,0,0,0,0,0,0,0,0,0,0,0,0
1284,1970.01.01 00:00:00,0.00000,0.00000,0.00000,Positive,0.0000000,0.0000000,0.0000000,0.0000000,1284,1970.01.01 00:00:00,0.00000,0.00000,0.00000,Positive,0.0000000,0.0000000,0.0000000,0.0000000,1284,2024.08.07 12:55:00,0.00000,0.00000,0.00000,Negative,-0.0000010,-0.0000008,-0.0000003,-0.0000004,1284,2024.08.13 02:35:00,1.09316,1.09315,1.09266,Positive,-0.0000034,0.0000159,0.0000180,0.0000258,0,0,0,0,0,0,0,0,0,0,0,0
1285,1970.01.01 00:00:00,0.00000,0.00000,0.00000,Positive,0.0000000,0.0000000,0.0000000,0.0000000,1285,1970.01.01 00:00:00,0.00000,0.00000,0.00000,Positive,0.0000000,0.0000000,0.0000000,0.0000000,1285,2024.08.07 12:50:00,0.00000,0.00000,0.00000,Negative,-0.0000086,-0.0000028,-0.0000009,-0.0000012,1285,2024.08.13 02:34:00,1.09316,1.09315,1.09266,Negative,-0.0000042,0.0000162,0.0000181,0.0000260,0,0,0,0,0,0,0,0,0,0,0,0
1286,1970.01.01 00:00:00,0.00000,0.00000,0.00000,Positive,0.0000000,0.0000000,0.0000000,0.0000000,1286,1970.01.01 00:00:00,0.00000,0.00000,0.00000,Positive,0.0000000,0.0000000,0.0000000,0.0000000,1286,2024.08.07 12:45:00,0.00000,0.00000,0.00000,Negative,-0.0000008,-0.0000003,-0.0000001,-0.0000001,1286,2024.08.13 02:33:00,1.09316,1.09315,1.09266,Negative,-0.0000051,0.0000165,0.0000183,0.0000262,0,0,0,0,0,0,0,0,0,0,0,0
1287,1970.01.01 00:00:00,0.00000,0.00000,0.00000,Positive,0.0000000,0.0000000,0.0000000,0.0000000,1287,1970.01.01 00:00:00,0.00000,0.00000,0.00000,Positive,0.0000000,0.0000000,0.0000000,0.0000000,1287,2024.08.07 12:40:00,0.00000,0.00000,0.00000,Negative,0.0000000,0.0000000,0.0000000,0.0000000,1287,2024.08.13 02:32:00,1.09315,1.09315,1.09266,Negative,-0.0000083,0.0000163,0.0000183,0.0000262,0,0,0,0,0,0,0,0,0,0,0,0
1288,1970.01.01 00:00:00,0.00000,0.00000,0.00000,Positive,0.0000000,0.0000000,0.0000000,0.0000000,1288,1970.01.01 00:00:00,0.00000,0.00000,0.00000,Positive,0.0000000,0.0000000,0.0000000,0.0000000,1288,1970.01.01 00:00:00,0.00000,0.00000,0.00000,Positive,0.0000000,0.0000000,0.0000000,0.0000000,1288,2024.08.13 02:31:00,1.09316,1.09315,1.09266,Negative,-0.0000061,0.0000176,0.0000188,0.0000269,0,0,0,0,0,0,0,0,0,0,0,0
1289,1970.01.01 00:00:00,0.00000,0.00000,0.00000,Positive,0.0000000,0.0000000,0.0000000,0.0000000,1289,1970.01.01 00:00:00,0.00000,0.00000,0.00000,Positive,0.0000000,0.0000000,0.0000000,0.0000000,1289,1970.01.01 00:00:00,0.00000,0.00000,0.00000,Positive,0.0000000,0.0000000,0.0000000,0.0000000,1289,2024.08.13 02:30:00,1.09316,1.09315,1.09266,Negative,-0.0000093,0.0000174,0.0000188,0.0000269,0,0,0,0,0,0,0,0,0,0,0,0
1290,1970.01.01 00:00:00,0.00000,0.00000,0.00000,Positive,0.0000000,0.0000000,0.0000000,0.0000000,1290,1970.01.01 00:00:00,0.00000,0.00000,0.00000,Positive,0.0000000,0.0000000,0.0000000,0.0000000,1290,1970.01.01 00:00:00,0.00000,0.00000,0.00000,Positive,0.0000000,0.0000000,0.0000000,0.0000000,1290,2024.08.13 02:29:00,1.09316,1.09315,1.09266,Negative,-0.0000113,0.0000178,0.0000189,0.0000271,0,0,0,0,0,0,0,0,0,0,0,0
1291,1970.01.01 00:00:00,0.00000,0.00000,0.00000,Positive,0.0000000,0.0000000,0.0000000,0.0000000,1291,1970.01.01 00:00:00,0.00000,0.00000,0.00000,Positive,0.0000000,0.0000000,0.0000000,0.0000000,1291,1970.01.01 00:00:00,0.00000,0.00000,0.00000,Positive,0.0000000,0.0000000,0.0000000,0.0000000,1291,2024.08.13 02:28:00,1.09316,1.09315,1.09266,Negative,-0.0000105,0.0000189,0.0000194,0.0000276,0,0,0,1,0,0,0,0,0,0,0,0
1292,1970.01.01 00:00:00,0.00000,0.00000,0.00000,Positive,0.0000000,0.0000000,0.0000000,0.0000000,1292,1970.01.01 00:00:00,0.00000,0.00000,0.00000,Positive,0.0000000,0.0000000,0.0000000,0.0000000,1292,1970.01.01 00:00:00,0.00000,0.00000,0.00000,Positive,0.0000000,0.0000000,0.0000000,0.0000000,1292,2024.08.13 02:26:00,1.09316,1.09315,1.09266,Positive,-0.0000074,0.0000207,0.0000199,0.0000284,0,0,0,2,0,0,0,0,0,0,0,0
1293,1970.01.01 00:00:00,0.00000,0.00000,0.00000,Positive,0.0000000,0.0000000,0.0000000,0.0000000,1293,1970.01.01 00:00:00,0.00000,0.00000,0.00000,Positive,0.0000000,0.0000000,0.0000000,0.0000000,1293,1970.01.01 00:00:00,0.00000,0.00000,0.00000,Positive,0.0000000,0.0000000,0.0000000,0.0000000,1293,2024.08.13 02:25:00,1.09317,1.09316,1.09266,Positive,-0.0000033,0.0000225,0.0000206,0.0000292,0,0,0,4,0,0,0,0,0,0,0,0
1294,1970.01.01 00:00:00,0.00000,0.00000,0.00000,Positive,0.0000000,0.0000000,0.0000000,0.0000000,1294,1970.01.01 00:00:00,0.00000,0.00000,0.00000,Positive,0.0000000,0.0000000,0.0000000,0.0000000,1294,1970.01.01 00:00:00,0.00000,0.00000,0.00000,Positive,0.0000000,0.0000000,0.0000000,0.0000000,1294,2024.08.13 02:24:00,1.09317,1.09316,1.09266,Positive,0.0000020,0.0000245,0.0000212,0.0000300,0,0,0,8,0,0,0,0,0,0,0,0
1295,1970.01.01 00:00:00,0.00000,0.00000,0.00000,Positive,0.0000000,0.0000000,0.0000000,0.0000000,1295,1970.01.01 00:00:00,0.00000,0.00000,0.00000,Positive,0.0000000,0.0000000,0.0000000,0.0000000,1295,1970.01.01 00:00:00,0.00000,0.00000,0.00000,Positive,0.0000000,0.0000000,0.0000000,0.0000000,1295,2024.08.13 02:23:00,1.09317,1.09316,1.09265,Positive,0.0000016,0.0000247,0.0000212,0.0000300,0,0,0,16,0,0,0,0,0,0,0,0
1296,1970.01.01 00:00:00,0.00000,0.00000,0.00000,Positive,0.0000000,0.0000000,0.0000000,0.0000000,1296,1970.01.01 00:00:00,0.00000,0.00000,0.00000,Positive,0.0000000,0.0000000,0.0000000,0.0000000,1296,1970.01.01 00:00:00,0.00000,0.00000,0.00000,Positive,0.0000000,0.0000000,0.0000000,0.0000000,1296,2024.08.13 02:22:00,1.09317,1.09316,1.09265,Positive,0.0000020,0.0000252,0.0000214,0.0000302,0,0,0,32,0,0,0,0,0,0,0,0
1297,1970.01.01 00:00:00,0.00000,0.00000,0.00000,Positive,0.0000000,0.0000000,0.0000000,0.0000000,1297,1970.01.01 00:00:00,0.00000,0.00000,0.00000,Positive,0.0000000,0.0000000,0.0000000,0.0000000,1297,1970.01.01 00:00:00,0.00000,0.00000,0.00000,Positive,0.0000000,0.0000000,0.0000000,0.0000000,1297,2024.08.13 02:21:00,1.09317,1.09316,1.09265,Positive,0.0000016,0.0000253,0.0000214,0.0000302,0,0,0,65,0,0,0,0,0,0,0,0
1298,1970.01.01 00:00:00,0.00000,0.00000,0.00000,Positive,0.0000000,0.0000000,0.0000000,0.0000000,1298,1970.01.01 00:00:00,0.00000,0.00000,0.00000,Positive,0.0000000,0.0000000,0.0000000,0.0000000,1298,1970.01.01 00:00:00,0.00000,0.00000,0.00000,Positive,0.0000000,0.0000000,0.0000000,0.0000000,1298,2024.08.13 02:20:00,1.09317,1.09316,1.09265,Positive,0.0000020,0.0000258,0.0000215,0.0000304,0,0,0,90,0,0,0,0,0,0,0,0
1299,1970.01.01 00:00:00,0.00000,0.00000,0.00000,Positive,0.0000000,0.0000000,0.0000000,0.0000000,1299,1970.01.01 00:00:00,0.00000,0.00000,0.00000,Positive,0.0000000,0.0000000,0.0000000,0.0000000,1299,1970.01.01 00:00:00,0.00000,0.00000,0.00000,Positive,0.0000000,0.0000000,0.0000000,0.0000000,1299,2024.08.13 02:19:00,1.09317,1.09315,1.09265,Positive,0.0000025,0.0000262,0.0000216,0.0000305,0,0,0,80,0,0,0,0,0,0,0,0
1300,1970.01.01 00:00:00,0.00000,0.00000,0.00000,Positive,0.0000000,0.0000000,0.0000000,0.0000000,1300,1970.01.01 00:00:00,0.00000,0.00000,0.00000,Positive,0.0000000,0.0000000,0.0000000,0.0000000,1300,1970.01.01 00:00:00,0.00000,0.00000,0.00000,Positive,0.0000000,0.0000000,0.0000000,0.0000000,1300,2024.08.13 02:18:00,1.09317,1.09315,1.09265,Positive,0.0000020,0.0000263,0.0000216,0.0000305,0,0,0,61,0,0,0,0,0,0,0,0
1301,1970.01.01 00:00:00,0.00000,0.00000,0.00000,Positive,0.0000000,0.0000000,0.0000000,0.0000000,1301,1970.01.01 00:00:00,0.00000,0.00000,0.00000,Positive,0.0000000,0.0000000,0.0000000,0.0000000,1301,1970.01.01 00:00:00,0.00000,0.00000,0.00000,Positive,0.0000000,0.0000000,0.0000000,0.0000000,1301,2024.08.13 02:17:00,1.09317,1.09315,1.09265,Positive,0.0000004,0.0000262,0.0000216,0.0000304,0,0,0,22,0,0,0,0,0,0,0,0
1302,1970.01.01 00:00:00,0.00000,0.00000,0.00000,Positive,0.0000000,0.0000000,0.0000000,0.0000000,1302,1970.01.01 00:00:00,0.00000,0.00000,0.00000,Positive,0.0000000,0.0000000,0.0000000,0.0000000,1302,1970.01.01 00:00:00,0.00000,0.00000,0.00000,Positive,0.0000000,0.0000000,0.0000000,0.0000000,1302,2024.08.13 02:16:00,1.09316,1.09315,1.09265,Positive,-0.0000036,0.0000255,0.0000213,0.0000301,0,0,0,1,0,0,0,0,0,0,0,0
1303,1970.01.01 00:00:00,0.00000,0.00000,0.00000,Positive,0.0000000,0.0000000,0.0000000,0.0000000,1303,1970.01.01 00:00:00,0.00000,0.00000,0.00000,Positive,0.0000000,0.0000000,0.0000000,0.0000000,1303,1970.01.01 00:00:00,0.00000,0.00000,0.00000,Positive,0.0000000,0.0000000,0.0000000,0.0000000,1303,2024.08.13 02:15:00,1.09316,1.09315,1.09265,Positive,-0.0000057,0.0000255,0.0000213,0.0000301,0,0,0,3,0,0,0,0,0,0,0,0
1304,1970.01.01 00:00:00,0.00000,0.00000,0.00000,Positive,0.0000000,0.0000000,0.0000000,0.0000000,1304,1970.01.01 00:00:00,0.00000,0.00000,0.00000,Positive,0.0000000,0.0000000,0.0000000,0.0000000,1304,1970.01.01 00:00:00,0.00000,0.00000,0.00000,Positive,0.0000000,0.0000000,0.0000000,0.0000000,1304,2024.08.13 02:14:00,1.09317,1.09315,1.09265,Positive,-0.0000022,0.0000271,0.0000218,0.0000307,0,0,0,6,0,0,0,0,0,0,0,0
1305,1970.01.01 00:00:00,0.00000,0.00000,0.00000,Positive,0.0000000,0.0000000,0.0000000,0.0000000,1305,1970.01.01 00:00:00,0.00000,0.00000,0.00000,Positive,0.0000000,0.0000000,0.0000000,0.0000000,1305,1970.01.01 00:00:00,0.00000,0.00000,0.00000,Positive,0.0000000,0.0000000,0.0000000,0.0000000,1305,2024.08.13 02:13:00,1.09317,1.09316,1.09265,Positive,0.0000095,0.0000307,0.0000228,0.0000321,0,0,0,12,0,0,0,0,0,0,0,0
1306,1970.01.01 00:00:00,0.00000,0.00000,0.00000,Positive,0.0000000,0.0000000,0.0000000,0.0000000,1306,1970.01.01 00:00:00,0.00000,0.00000,0.00000,Positive,0.0000000,0.0000000,0.0000000,0.0000000,1306,1970.01.01 00:00:00,0.00000,0.00000,0.00000,Positive,0.0000000,0.0000000,0.0000000,0.0000000,1306,2024.08.13 02:10:00,1.09318,1.09316,1.09264,Positive,0.0000171,0.0000327,0.0000234,0.0000328,0,0,0,24,0,0,0,0,0,0,0,0
1307,1970.01.01 00:00:00,0.00000,0.00000,0.00000,Positive,0.0000000,0.0000000,0.0000000,0.0000000,1307,1970.01.01 00:00:00,0.00000,0.00000,0.00000,Positive,0.0000000,0.0000000,0.0000000,0.0000000,1307,1970.01.01 00:00:00,0.00000,0.00000,0.00000,Positive,0.0000000,0.0000000,0.0000000,0.0000000,1307,2024.08.13 02:09:00,1.09318,1.09316,1.09264,Positive,0.0000214,0.0000334,0.0000235,0.0000329,0,0,0,49,0,0,0,0,0,0,0,0
1308,1970.01.01 00:00:00,0.00000,0.00000,0.00000,Positive,0.0000000,0.0000000,0.0000000,0.0000000,1308,1970.01.01 00:00:00,0.00000,0.00000,0.00000,Positive,0.0000000,0.0000000,0.0000000,0.0000000,1308,1970.01.01 00:00:00,0.00000,0.00000,0.00000,Positive,0.0000000,0.0000000,0.0000000,0.0000000,1308,2024.08.13 02:08:00,1.09318,1.09316,1.09264,Positive,0.0000267,0.0000341,0.0000236,0.0000330,0,0,0,99,0,0,0,0,0,0,0,0
1309,1970.01.01 00:00:00,0.00000,0.00000,0.00000,Positive,0.0000000,0.0000000,0.0000000,0.0000000,1309,1970.01.01 00:00:00,0.00000,0.00000,0.00000,Positive,0.0000000,0.0000000,0.0000000,0.0000000,1309,1970.01.01 00:00:00,0.00000,0.00000,0.00000,Positive,0.0000000,0.0000000,0.0000000,0.0000000,1309,2024.08.13 02:07:00,1.09318,1.09316,1.09264,Positive,0.0000320,0.0000345,0.0000236,0.0000330,0,0,0,99,0,0,0,0,0,0,0,0
1310,1970.01.01 00:00:00,0.00000,0.00000,0.00000,Positive,0.0000000,0.0000000,0.0000000,0.0000000,1310,1970.01.01 00:00:00,0.00000,0.00000,0.00000,Positive,0.0000000,0.0000000,0.0000000,0.0000000,1310,1970.01.01 00:00:00,0.00000,0.00000,0.00000,Positive,0.0000000,0.0000000,0.0000000,0.0000000,1310,2024.08.13 02:06:00,1.09318,1.09315,1.09264,Positive,0.0000384,0.0000350,0.0000236,0.0000331,0,0,0,99,0,0,0,0,0,0,0,0
1311,1970.01.01 00:00:00,0.00000,0.00000,0.00000,Positive,0.0000000,0.0000000,0.0000000,0.0000000,1311,1970.01.01 00:00:00,0.00000,0.00000,0.00000,Positive,0.0000000,0.0000000,0.0000000,0.0000000,1311,1970.01.01 00:00:00,0.00000,0.00000,0.00000,Positive,0.0000000,0.0000000,0.0000000,0.0000000,1311,2024.08.13 02:05:00,1.09317,1.09315,1.09264,Positive,0.0000378,0.0000332,0.0000229,0.0000322,0,0,0,99,0,0,0,0,0,0,0,0
1312,1970.01.01 00:00:00,0.00000,0.00000,0.00000,Positive,0.0000000,0.0000000,0.0000000,0.0000000,1312,1970.01.01 00:00:00,0.00000,0.00000,0.00000,Positive,0.0000000,0.0000000,0.0000000,0.0000000,1312,1970.01.01 00:00:00,0.00000,0.00000,0.00000,Positive,0.0000000,0.0000000,0.0000000,0.0000000,1312,2024.08.13 02:04:00,1.09317,1.09315,1.09264,Positive,0.0000364,0.0000312,0.0000222,0.0000312,0,0,0,99,0,0,0,0,0,0,0,0
1313,1970.01.01 00:00:00,0.00000,0.00000,0.00000,Positive,0.0000000,0.0000000,0.0000000,0.0000000,1313,1970.01.01 00:00:00,0.00000,0.00000,0.00000,Positive,0.0000000,0.0000000,0.0000000,0.0000000,1313,1970.01.01 00:00:00,0.00000,0.00000,0.00000,Positive,0.0000000,0.0000000,0.0000000,0.0000000,1313,2024.08.13 02:03:00,1.09316,1.09314,1.09264,Positive,0.0000332,0.0000288,0.0000214,0.0000301,0,0,0,99,0,0,0,0,0,0,0,0
1314,1970.01.01 00:00:00,0.00000,0.00000,0.00000,Positive,0.0000000,0.0000000,0.0000000,0.0000000,1314,1970.01.01 00:00:00,0.00000,0.00000,0.00000,Positive,0.0000000,0.0000000,0.0000000,0.0000000,1314,1970.01.01 00:00:00,0.00000,0.00000,0.00000,Positive,0.0000000,0.0000000,0.0000000,0.0000000,1314,2024.08.13 02:02:00,1.09315,1.09314,1.09264,Positive,0.0000295,0.0000264,0.0000206,0.0000291,0,0,0,99,0,0,0,0,0,0,0,0
1315,1970.01.01 00:00:00,0.00000,0.00000,0.00000,Positive,0.0000000,0.0000000,0.0000000,0.0000000,1315,1970.01.01 00:00:00,0.00000,0.00000,0.00000,Positive,0.0000000,0.0000000,0.0000000,0.0000000,1315,1970.01.01 00:00:00,0.00000,0.00000,0.00000,Positive,0.0000000,0.0000000,0.0000000,0.0000000,1315,2024.08.13 02:01:00,1.09315,1.09313,1.09264,Positive,0.0000245,0.0000239,0.0000197,0.0000280,0,0,0,99,0,0,0,0,0,0,0,0
1316,1970.01.01 00:00:00,0.00000,0.00000,0.00000,Positive,0.0000000,0.0000000,0.0000000,0.0000000,1316,1970.01.01 00:00:00,0.00000,0.00000,0.00000,Positive,0.0000000,0.0000000,0.0000000,0.0000000,1316,1970.01.01 00:00:00,0.00000,0.00000,0.00000,Positive,0.0000000,0.0000000,0.0000000,0.0000000,1316,2024.08.13 02:00:00,1.09314,1.09313,1.09263,Positive,0.0000217,0.0000222,0.0000192,0.0000272,0,0,0,99,0,0,0,0,0,0,0,0
1317,1970.01.01 00:00:00,0.00000,0.00000,0.00000,Positive,0.0000000,0.0000000,0.0000000,0.0000000,1317,1970.01.01 00:00:00,0.00000,0.00000,0.00000,Positive,0.0000000,0.0000000,0.0000000,0.0000000,1317,1970.01.01 00:00:00,0.00000,0.00000,0.00000,Positive,0.0000000,0.0000000,0.0000000,0.0000000,1317,2024.08.13 01:59:00,1.09313,1.09312,1.09263,Positive,0.0000179,0.0000203,0.0000186,0.0000265,0,0,0,99,0,0,0,0,0,0,0,0
1318,1970.01.01 00:00:00,0.00000,0.00000,0.00000,Positive,0.0000000,0.0000000,0.0000000,0.0000000,1318,1970.01.01 00:00:00,0.00000,0.00000,0.00000,Positive,0.0000000,0.0000000,0.0000000,0.0000000,1318,1970.01.01 00:00:00,0.00000,0.00000,0.00000,Positive,0.0000000,0.0000000,0.0000000,0.0000000,1318,2024.08.13 01:58:00,1.09313,1.09312,1.09263,Positive,0.0000179,0.0000197,0.0000184,0.0000262,0,0,0,99,0,0,0,0,0,0,0,0
1319,1970.01.01 00:00:00,0.00000,0.00000,0.00000,Positive,0.0000000,0.0000000,0.0000000,0.0000000,1319,1970.01.01 00:00:00,0.00000,0.00000,0.00000,Positive,0.0000000,0.0000000,0.0000000,0.0000000,1319,1970.01.01 00:00:00,0.00000,0.00000,0.00000,Positive,0.0000000,0.0000000,0.0000000,0.0000000,1319,2024.08.13 01:57:00,1.09313,1.09312,1.09263,Positive,0.0000176,0.0000189,0.0000182,0.0000260,0,0,0,99,0,0,0,0,0,0,0,0
1320,1970.01.01 00:00:00,0.00000,0.00000,0.00000,Positive,0.0000000,0.0000000,0.0000000,0.0000000,1320,1970.01.01 00:00:00,0.00000,0.00000,0.00000,Positive,0.0000000,0.0000000,0.0000000,0.0000000,1320,1970.01.01 00:00:00,0.00000,0.00000,0.00000,Positive,0.0000000,0.0000000,0.0000000,0.0000000,1320,2024.08.13 01:56:00,1.09313,1.09312,1.09263,Positive,0.0000180,0.0000184,0.0000180,0.0000258,0,0,0,99,0,0,0,0,0,0,0,0
1321,1970.01.01 00:00:00,0.00000,0.00000,0.00000,Positive,0.0000000,0.0000000,0.0000000,0.0000000,1321,1970.01.01 00:00:00,0.00000,0.00000,0.00000,Positive,0.0000000,0.0000000,0.0000000,0.0000000,1321,1970.01.01 00:00:00,0.00000,0.00000,0.00000,Positive,0.0000000,0.0000000,0.0000000,0.0000000,1321,2024.08.13 01:55:00,1.09313,1.09312,1.09263,Positive,0.0000192,0.0000181,0.0000180,0.0000257,0,0,0,99,0,0,0,0,0,0,0,0
1322,1970.01.01 00:00:00,0.00000,0.00000,0.00000,Positive,0.0000000,0.0000000,0.0000000,0.0000000,1322,1970.01.01 00:00:00,0.00000,0.00000,0.00000,Positive,0.0000000,0.0000000,0.0000000,0.0000000,1322,1970.01.01 00:00:00,0.00000,0.00000,0.00000,Positive,0.0000000,0.0000000,0.0000000,0.0000000,1322,2024.08.13 01:54:00,1.09312,1.09312,1.09263,Positive,0.0000206,0.0000177,0.0000179,0.0000256,0,0,0,98,0,0,0,0,0,0,0,0
1323,1970.01.01 00:00:00,0.00000,0.00000,0.00000,Positive,0.0000000,0.0000000,0.0000000,0.0000000,1323,1970.01.01 00:00:00,0.00000,0.00000,0.00000,Positive,0.0000000,0.0000000,0.0000000,0.0000000,1323,1970.01.01 00:00:00,0.00000,0.00000,0.00000,Positive,0.0000000,0.0000000,0.0000000,0.0000000,1323,2024.08.13 01:53:00,1.09312,1.09311,1.09263,Positive,0.0000199,0.0000168,0.0000176,0.0000253,0,0,0,97,0,0,0,0,0,0,0,0
1324,1970.01.01 00:00:00,0.00000,0.00000,0.00000,Positive,0.0000000,0.0000000,0.0000000,0.0000000,1324,1970.01.01 00:00:00,0.00000,0.00000,0.00000,Positive,0.0000000,0.0000000,0.0000000,0.0000000,1324,1970.01.01 00:00:00,0.00000,0.00000,0.00000,Positive,0.0000000,0.0000000,0.0000000,0.0000000,1324,2024.08.13 01:52:00,1.09312,1.09311,1.09263,Positive,0.0000187,0.0000157,0.0000173,0.0000249,0,0,0,94,0,0,0,0,0,0,0,0
1325,1970.01.01 00:00:00,0.00000,0.00000,0.00000,Positive,0.0000000,0.0000000,0.0000000,0.0000000,1325,1970.01.01 00:00:00,0.00000,0.00000,0.00000,Positive,0.0000000,0.0000000,0.0000000,0.0000000,1325,1970.01.01 00:00:00,0.00000,0.00000,0.00000,Positive,0.0000000,0.0000000,0.0000000,0.0000000,1325,2024.08.13 01:51:00,1.09311,1.09311,1.09263,Positive,0.0000140,0.0000137,0.0000168,0.0000242,0,0,0,89,0,0,0,0,0,0,0,0
1326,1970.01.01 00:00:00,0.00000,0.00000,0.00000,Positive,0.0000000,0.0000000,0.0000000,0.0000000,1326,1970.01.01 00:00:00,0.00000,0.00000,0.00000,Positive,0.0000000,0.0000000,0.0000000,0.0000000,1326,1970.01.01 00:00:00,0.00000,0.00000,0.00000,Positive,0.0000000,0.0000000,0.0000000,0.0000000,1326,2024.08.13 01:50:00,1.09311,1.09310,1.09262,Positive,0.0000087,0.0000119,0.0000163,0.0000235,0,0,0,79,0,0,0,0,0,0,0,0
1327,1970.01.01 00:00:00,0.00000,0.00000,0.00000,Positive,0.0000000,0.0000000,0.0000000,0.0000000,1327,1970.01.01 00:00:00,0.00000,0.00000,0.00000,Positive,0.0000000,0.0000000,0.0000000,0.0000000,1327,1970.01.01 00:00:00,0.00000,0.00000,0.00000,Positive,0.0000000,0.0000000,0.0000000,0.0000000,1327,2024.08.13 01:49:00,1.09310,1.09310,1.09262,Positive,0.0000049,0.0000107,0.0000160,0.0000232,0,0,0,59,0,0,0,0,0,0,0,0
1328,1970.01.01 00:00:00,0.00000,0.00000,0.00000,Positive,0.0000000,0.0000000,0.0000000,0.0000000,1328,1970.01.01 00:00:00,0.00000,0.00000,0.00000,Positive,0.0000000,0.0000000,0.0000000,0.0000000,1328,1970.01.01 00:00:00,0.00000,0.00000,0.00000,Positive,0.0000000,0.0000000,0.0000000,0.0000000,1328,2024.08.13 01:48:00,1.09310,1.09310,1.09262,Negative,0.0000040,0.0000105,0.0000161,0.0000233,0,0,0,53,0,0,0,0,0,0,0,0
1329,1970.01.01 00:00:00,0.00000,0.00000,0.00000,Positive,0.0000000,0.0000000,0.0000000,0.0000000,1329,1970.01.01 00:00:00,0.00000,0.00000,0.00000,Positive,0.0000000,0.0000000,0.0000000,0.0000000,1329,1970.01.01 00:00:00,0.00000,0.00000,0.00000,Positive,0.0000000,0.0000000,0.0000000,0.0000000,1329,2024.08.13 01:47:00,1.09310,1.09310,1.09262,Negative,0.0000008,0.0000097,0.0000160,0.0000231,0,0,0,6,0,0,0,0,0,0,0,0
